TIENDA,TOTAL,AÑO,MES,DIA,DIA_SEMANA,FESTIVO,ESTACION
1,0.0,2020,05,18,0,0,3
2,422.94,2020,05,18,0,0,3
3,0.0,2020,05,18,0,0,3
4,72.67,2020,05,18,0,0,3
0,0.0,2020,05,17,6,1,3
1,0.0,2020,05,17,6,1,3
2,0.0,2020,05,17,6,1,3
3,0.0,2020,05,17,6,1,3
4,46.0,2020,05,17,6,1,3
0,1022.31,2020,05,19,1,0,3
1,0.0,2020,05,19,1,0,3
2,690.0,2020,05,19,1,0,3
3,0.0,2020,05,19,1,0,3
4,78.67,2020,05,19,1,0,3
0,379.97,2020,05,20,2,0,3
1,0.0,2020,05,20,2,0,3
2,413.93,2020,05,20,2,0,3
3,0.0,2020,05,20,2,0,3
4,0.0,2020,05,20,2,0,3
0,262.67,2020,05,21,3,0,3
1,242.57,2020,05,21,3,0,3
2,459.18,2020,05,21,3,0,3
3,0.0,2020,05,21,3,0,3
4,5.87,2020,05,21,3,0,3
0,574.73,2020,05,22,4,0,3
1,423.56,2020,05,22,4,0,3
2,890.67,2020,05,22,4,0,3
3,0.0,2020,05,22,4,0,3
4,105.33,2020,05,22,4,0,3
0,624.93,2020,05,23,5,0,3
1,694.03,2020,05,23,5,0,3
2,817.78,2020,05,23,5,0,3
3,0.0,2020,05,23,5,0,3
4,63.33,2020,05,23,5,0,3
0,545.47,2020,05,25,0,0,3
1,892.02,2020,05,25,0,0,3
2,543.23,2020,05,25,0,0,3
3,0.0,2020,05,25,0,0,3
4,0.0,2020,05,25,0,0,3
0,1208.27,2020,05,26,1,0,3
1,449.33,2020,05,26,1,0,3
2,749.47,2020,05,26,1,0,3
3,0.0,2020,05,26,1,0,3
4,-34.33,2020,05,26,1,0,3
0,912.52,2020,05,27,2,0,3
1,1163.34,2020,05,27,2,0,3
2,978.2,2020,05,27,2,0,3
3,0.0,2020,05,27,2,0,3
4,46.0,2020,05,27,2,0,3
0,606.42,2020,05,28,3,0,3
1,892.0,2020,05,28,3,0,3
2,1073.1,2020,05,28,3,0,3
3,0.0,2020,05,28,3,0,3
4,112.67,2020,05,28,3,0,3
0,1031.73,2020,05,30,5,0,3
1,1476.62,2020,05,30,5,0,3
2,1430.67,2020,05,30,5,0,3
3,0.0,2020,05,30,5,0,3
4,35.2,2020,05,30,5,0,3
0,620.94,2020,05,29,4,0,3
1,753.32,2020,05,29,4,0,3
2,1030.18,2020,05,29,4,0,3
3,0.0,2020,05,29,4,0,3
4,46.0,2020,05,29,4,0,3
0,605.84,2020,06,01,0,0,3
1,632.02,2020,06,01,0,0,3
2,788.18,2020,06,01,0,0,3
3,0.0,2020,06,01,0,0,3
4,0.0,2020,06,01,0,0,3
0,599.32,2020,06,02,1,0,3
1,855.21,2020,06,02,1,0,3
2,717.15,2020,06,02,1,0,3
3,0.0,2020,06,02,1,0,3
4,0.0,2020,06,02,1,0,3
0,848.22,2020,06,03,2,0,3
1,685.87,2020,06,03,2,0,3
2,519.58,2020,06,03,2,0,3
3,0.0,2020,06,03,2,0,3
4,0.0,2020,06,03,2,0,3
0,685.7,2020,06,04,3,0,3
1,658.54,2020,06,04,3,0,3
2,882.91,2020,06,04,3,0,3
3,0.0,2020,06,04,3,0,3
4,0.0,2020,06,04,3,0,3
0,1012.58,2020,06,05,4,0,3
1,1213.15,2020,06,05,4,0,3
2,1813.27,2020,06,05,4,0,3
3,146.43,2020,06,05,4,0,3
4,0.0,2020,06,05,4,0,3
0,1852.98,2020,06,06,5,0,3
1,1260.08,2020,06,06,5,0,3
2,1664.79,2020,06,06,5,0,3
3,784.56,2020,06,06,5,0,3
4,164.67,2020,06,06,5,0,3
0,880.38,2020,06,08,0,0,3
1,551.23,2020,06,08,0,0,3
2,580.03,2020,06,08,0,0,3
3,416.85,2020,06,08,0,0,3
4,0.0,2020,06,08,0,0,3
0,791.41,2020,06,09,1,0,3
1,1264.32,2020,06,09,1,0,3
2,972.68,2020,06,09,1,0,3
3,504.47,2020,06,09,1,0,3
4,0.0,2020,06,09,1,0,3
0,1100.32,2020,06,11,3,0,3
1,663.72,2020,06,11,3,0,3
2,1092.53,2020,06,11,3,0,3
3,559.28,2020,06,11,3,0,3
4,323.33,2020,06,11,3,0,3
0,1094.61,2020,06,12,4,0,3
1,952.19,2020,06,12,4,0,3
2,1312.43,2020,06,12,4,0,3
3,533.97,2020,06,12,4,0,3
4,0.0,2020,06,12,4,0,3
0,1148.6,2020,06,13,5,0,3
1,1699.38,2020,06,13,5,0,3
2,2221.58,2020,06,13,5,0,3
3,587.0,2020,06,13,5,0,3
4,118.6,2020,06,13,5,0,3
0,234.1,2020,06,15,0,0,3
1,540.27,2020,06,15,0,0,3
2,622.42,2020,06,15,0,0,3
3,327.97,2020,06,15,0,0,3
4,63.33,2020,06,15,0,0,3
0,1016.75,2020,06,16,1,0,3
1,937.24,2020,06,16,1,0,3
2,1668.76,2020,06,16,1,0,3
3,409.19,2020,06,16,1,0,3
4,-125.13,2020,06,16,1,0,3
0,890.25,2020,06,17,2,0,3
1,900.51,2020,06,17,2,0,3
2,1509.43,2020,06,17,2,0,3
3,748.38,2020,06,17,2,0,3
4,111.23,2020,06,17,2,0,3
0,854.35,2020,06,19,4,0,3
1,697.72,2020,06,19,4,0,3
2,1716.12,2020,06,19,4,0,3
3,819.7,2020,06,19,4,0,3
4,296.29,2020,06,19,4,0,3
0,453.87,2020,06,22,0,0,3
1,531.58,2020,06,22,0,0,3
2,970.89,2020,06,22,0,0,3
3,557.59,2020,06,22,0,0,3
4,59.4,2020,06,22,0,0,3
0,1089.81,2020,06,20,5,0,3
1,569.07,2020,06,20,5,0,3
2,2409.17,2020,06,20,5,0,3
3,657.2,2020,06,20,5,0,3
4,96.27,2020,06,20,5,0,3
0,757.05,2020,06,18,3,0,3
1,507.1,2020,06,18,3,0,3
2,1471.25,2020,06,18,3,0,3
3,442.06,2020,06,18,3,0,3
4,0.0,2020,06,18,3,0,3
0,840.03,2020,06,23,1,0,3
1,660.01,2020,06,23,1,0,3
2,1537.47,2020,06,23,1,0,3
3,967.0,2020,06,23,1,0,3
4,-44.01,2020,06,23,1,0,3
0,795.74,2020,06,25,3,0,3
1,716.62,2020,06,25,3,0,3
2,2281.67,2020,06,25,3,0,3
3,228.66,2020,06,25,3,0,3
4,70.8,2020,06,25,3,0,3
0,1748.64,2020,06,27,5,0,3
1,1576.17,2020,06,27,5,0,3
2,2401.68,2020,06,27,5,0,3
3,750.17,2020,06,27,5,0,3
4,310.67,2020,06,27,5,0,3
0,1498.33,2020,06,26,4,0,3
1,1229.31,2020,06,26,4,0,3
2,1418.12,2020,06,26,4,0,3
3,645.5,2020,06,26,4,0,3
4,88.67,2020,06,26,4,0,3
0,778.09,2020,06,29,0,0,3
1,541.57,2020,06,29,0,0,3
2,1367.23,2020,06,29,0,0,3
3,482.93,2020,06,29,0,0,3
4,152.5,2020,06,29,0,0,3
0,602.67,2020,06,30,1,0,3
1,735.92,2020,06,30,1,0,3
2,1420.35,2020,06,30,1,0,3
3,540.17,2020,06,30,1,0,3
4,92.0,2020,06,30,1,0,3
0,650.56,2020,06,24,2,0,3
1,725.51,2020,06,24,2,0,3
2,1380.71,2020,06,24,2,0,3
3,422.5,2020,06,24,2,0,3
4,82.8,2020,06,24,2,0,3
0,1031.33,2020,07,01,2,0,3
1,1039.67,2020,07,01,2,0,3
2,1514.67,2020,07,01,2,0,3
3,575.4,2020,07,01,2,0,3
4,210.23,2020,07,01,2,0,3
0,922.67,2020,07,02,3,0,3
1,608.98,2020,07,02,3,0,3
2,1211.32,2020,07,02,3,0,3
3,443.17,2020,07,02,3,0,3
4,62.67,2020,07,02,3,0,3
0,905.17,2020,07,03,4,0,3
1,955.67,2020,07,03,4,0,3
2,1200.33,2020,07,03,4,0,3
3,757.83,2020,07,03,4,0,3
4,39.33,2020,07,03,4,0,3
0,1060.33,2020,07,04,5,0,3
1,1561.8,2020,07,04,5,0,3
2,1969.15,2020,07,04,5,0,3
3,575.73,2020,07,04,5,0,3
4,125.33,2020,07,04,5,0,3
0,1246.43,2020,07,06,0,0,3
1,975.5,2020,07,06,0,0,3
2,1234.44,2020,07,06,0,0,3
3,443.05,2020,07,06,0,0,3
4,135.33,2020,07,06,0,0,3
0,447.67,2020,07,07,1,0,3
1,1063.27,2020,07,07,1,0,3
2,1361.54,2020,07,07,1,0,3
3,490.5,2020,07,07,1,0,3
4,72.67,2020,07,07,1,0,3
0,870.13,2020,07,08,2,0,3
1,1331.14,2020,07,08,2,0,3
2,1511.29,2020,07,08,2,0,3
3,658.17,2020,07,08,2,0,3
4,123.33,2020,07,08,2,0,3
0,1016.5,2020,07,09,3,0,3
1,888.86,2020,07,09,3,0,3
2,1679.22,2020,07,09,3,0,3
3,502.5,2020,07,09,3,0,3
4,208.0,2020,07,09,3,0,3
0,894.97,2020,07,11,5,0,3
1,971.67,2020,07,11,5,0,3
2,1958.14,2020,07,11,5,0,3
3,536.07,2020,07,11,5,0,3
4,128.67,2020,07,11,5,0,3
0,602.77,2020,07,15,2,0,3
1,983.62,2020,07,15,2,0,3
2,994.87,2020,07,15,2,0,3
3,271.98,2020,07,15,2,0,3
4,0.0,2020,07,15,2,0,3
0,618.7,2020,07,16,3,0,3
1,567.33,2020,07,16,3,0,3
2,1390.3,2020,07,16,3,0,3
3,281.83,2020,07,16,3,0,3
4,112.0,2020,07,16,3,0,3
0,967.5,2020,07,18,5,0,3
1,750.83,2020,07,18,5,0,3
2,1636.67,2020,07,18,5,0,3
3,287.17,2020,07,18,5,0,3
4,216.67,2020,07,18,5,0,3
0,447.15,2020,07,17,4,0,3
1,849.24,2020,07,17,4,0,3
2,1421.17,2020,07,17,4,0,3
3,280.0,2020,07,17,4,0,3
4,92.0,2020,07,17,4,0,3
0,701.8,2020,07,20,0,0,3
1,686.33,2020,07,20,0,0,3
2,1181.38,2020,07,20,0,0,3
3,276.0,2020,07,20,0,0,3
4,0.0,2020,07,20,0,0,3
0,820.14,2020,07,21,1,0,3
1,607.17,2020,07,21,1,0,3
2,1230.93,2020,07,21,1,0,3
3,437.67,2020,07,21,1,0,3
4,288.67,2020,07,21,1,0,3
0,789.11,2020,07,22,2,0,3
1,339.97,2020,07,22,2,0,3
2,1212.17,2020,07,22,2,0,3
3,577.4,2020,07,22,2,0,3
4,108.67,2020,07,22,2,0,3
0,624.33,2020,07,23,3,0,3
1,652.67,2020,07,23,3,0,3
2,924.17,2020,07,23,3,0,3
3,527.33,2020,07,23,3,0,3
4,0.0,2020,07,23,3,0,3
0,594.67,2020,07,25,5,0,3
1,599.17,2020,07,25,5,0,3
2,810.42,2020,07,25,5,0,3
3,243.33,2020,07,25,5,0,3
4,204.0,2020,07,25,5,0,3
0,725.67,2020,07,24,4,0,3
1,611.3,2020,07,24,4,0,3
2,1048.0,2020,07,24,4,0,3
3,338.0,2020,07,24,4,0,3
4,166.67,2020,07,24,4,0,3
0,537.17,2020,07,28,1,0,3
1,796.58,2020,07,28,1,0,3
2,0.0,2020,07,28,1,0,3
3,160.67,2020,07,28,1,0,3
4,112.0,2020,07,28,1,0,3
0,512.98,2020,07,27,0,0,3
1,888.38,2020,07,27,0,0,3
2,-78.67,2020,07,27,0,0,3
3,441.6,2020,07,27,0,0,3
4,40.0,2020,07,27,0,0,3
0,606.33,2020,07,29,2,0,3
1,929.49,2020,07,29,2,0,3
2,0.0,2020,07,29,2,0,3
3,372.67,2020,07,29,2,0,3
4,13.33,2020,07,29,2,0,3
0,1075.17,2020,07,30,3,0,3
1,572.63,2020,07,30,3,0,3
2,24.0,2020,07,30,3,0,3
3,355.67,2020,07,30,3,0,3
4,36.0,2020,07,30,3,0,3
0,596.5,2020,08,01,5,0,3
1,693.67,2020,08,01,5,0,3
2,0.0,2020,08,01,5,0,3
3,256.0,2020,08,01,5,0,3
4,0.0,2020,08,01,5,0,3
0,992.83,2020,07,31,4,0,3
1,808.13,2020,07,31,4,0,3
2,0.0,2020,07,31,4,0,3
3,347.5,2020,07,31,4,0,3
4,0.0,2020,07,31,4,0,3
0,1031.47,2020,08,03,0,0,3
1,515.67,2020,08,03,0,0,3
2,0.0,2020,08,03,0,0,3
3,469.0,2020,08,03,0,0,3
4,0.0,2020,08,03,0,0,3
0,625.67,2020,08,04,1,0,3
1,1155.47,2020,08,04,1,0,3
2,0.0,2020,08,04,1,0,3
3,598.5,2020,08,04,1,0,3
4,0.0,2020,08,04,1,0,3
0,761.0,2020,08,06,3,0,3
1,732.22,2020,08,06,3,0,3
2,0.0,2020,08,06,3,0,3
3,417.33,2020,08,06,3,0,3
4,85.33,2020,08,06,3,0,3
0,832.67,2020,08,24,0,0,3
1,888.02,2020,08,24,0,0,3
2,0.0,2020,08,24,0,0,3
3,387.33,2020,08,24,0,0,3
4,95.33,2020,08,24,0,0,3
0,837.83,2020,08,08,5,0,3
1,844.5,2020,08,08,5,0,3
2,0.0,2020,08,08,5,0,3
3,131.64,2020,08,08,5,0,3
4,39.33,2020,08,08,5,0,3
0,513.67,2020,08,10,0,0,3
1,1082.31,2020,08,10,0,0,3
2,0.0,2020,08,10,0,0,3
3,683.17,2020,08,10,0,0,3
4,46.0,2020,08,10,0,0,3
0,1294.67,2020,08,12,2,0,3
1,1034.25,2020,08,12,2,0,3
2,0.0,2020,08,12,2,0,3
3,405.17,2020,08,12,2,0,3
4,116.0,2020,08,12,2,0,3
0,1035.67,2020,08,13,3,0,3
1,766.67,2020,08,13,3,0,3
2,0.0,2020,08,13,3,0,3
3,437.83,2020,08,13,3,0,3
4,59.33,2020,08,13,3,0,3
0,737.33,2020,08,14,4,0,3
1,823.32,2020,08,14,4,0,3
2,0.0,2020,08,14,4,0,3
3,535.67,2020,08,14,4,0,3
4,114.67,2020,08,14,4,0,3
0,997.67,2020,08,17,0,0,3
1,694.17,2020,08,17,0,0,3
2,0.0,2020,08,17,0,0,3
3,423.47,2020,08,17,0,0,3
4,105.33,2020,08,17,0,0,3
0,817.63,2020,08,18,1,0,3
1,888.25,2020,08,18,1,0,3
2,0.0,2020,08,18,1,0,3
3,658.67,2020,08,18,1,0,3
4,58.67,2020,08,18,1,0,3
0,494.5,2020,08,20,3,0,3
1,874.83,2020,08,20,3,0,3
2,0.0,2020,08,20,3,0,3
3,440.63,2020,08,20,3,0,3
4,122.0,2020,08,20,3,0,3
0,808.7,2020,08,22,5,0,3
1,833.13,2020,08,22,5,0,3
2,0.0,2020,08,22,5,0,3
3,716.17,2020,08,22,5,0,3
4,101.33,2020,08,22,5,0,3
0,705.17,2020,08,24,0,0,3
1,929.06,2020,08,24,0,0,3
2,0.0,2020,08,24,0,0,3
3,526.83,2020,08,24,0,0,3
4,92.0,2020,08,24,0,0,3
0,295.83,2020,08,19,2,0,3
1,790.33,2020,08,19,2,0,3
2,0.0,2020,08,19,2,0,3
3,460.5,2020,08,19,2,0,3
4,108.67,2020,08,19,2,0,3
0,689.5,2020,08,21,4,0,3
1,672.17,2020,08,21,4,0,3
2,0.0,2020,08,21,4,0,3
3,239.83,2020,08,21,4,0,3
4,292.0,2020,08,21,4,0,3
0,804.47,2020,08,25,1,0,3
1,477.8,2020,08,25,1,0,3
2,0.0,2020,08,25,1,0,3
3,443.83,2020,08,25,1,0,3
4,160.0,2020,08,25,1,0,3
0,0.0,2020,07,09,3,0,3
1,0.0,2020,07,09,3,0,3
2,0.0,2020,07,09,3,0,3
3,-50.0,2020,07,09,3,0,3
4,0.0,2020,07,09,3,0,3
0,1035.67,2020,08,13,3,0,3
1,766.67,2020,08,13,3,0,3
2,0.0,2020,08,13,3,0,3
3,437.83,2020,08,13,3,0,3
4,-59.33,2020,08,13,3,0,3
0,1248.33,2020,08,11,1,0,3
1,977.17,2020,08,11,1,0,3
2,0.0,2020,08,11,1,0,3
3,430.33,2020,08,11,1,0,3
4,243.33,2020,08,11,1,0,3
0,728.83,2020,08,05,2,0,3
1,602.11,2020,08,05,2,0,3
2,0.0,2020,08,05,2,0,3
3,328.5,2020,08,05,2,0,3
4,72.67,2020,08,05,2,0,3
0,1304.66,2020,07,14,1,0,3
1,269.0,2020,07,14,1,0,3
2,587.67,2020,07,14,1,0,3
3,427.33,2020,07,14,1,0,3
4,0.0,2020,07,14,1,0,3
0,868.87,2020,07,10,4,0,3
1,720.73,2020,07,10,4,0,3
2,1787.54,2020,07,10,4,0,3
3,752.33,2020,07,10,4,0,3
4,0.0,2020,07,10,4,0,3
0,408.5,2020,08,26,2,0,3
1,659.92,2020,08,26,2,0,3
2,0.0,2020,08,26,2,0,3
3,318.0,2020,08,26,2,0,3
4,0.0,2020,08,26,2,0,3
0,639.5,2020,08,27,3,0,3
1,918.02,2020,08,27,3,0,3
2,0.0,2020,08,27,3,0,3
3,402.14,2020,08,27,3,0,3
4,145.33,2020,08,27,3,0,3
0,438.5,2020,08,28,4,0,3
1,646.5,2020,08,28,4,0,3
2,0.0,2020,08,28,4,0,3
3,308.0,2020,08,28,4,0,3
4,108.0,2020,08,28,4,0,3
0,849.33,2020,08,29,5,0,3
1,1158.5,2020,08,29,5,0,3
2,0.0,2020,08,29,5,0,3
3,323.33,2020,08,29,5,0,3
4,36.0,2020,08,29,5,0,3
0,1295.6,2020,08,31,0,0,3
1,965.24,2020,08,31,0,0,3
2,0.0,2020,08,31,0,0,3
3,437.0,2020,08,31,0,0,3
4,104.67,2020,08,31,0,0,3
0,512.81,2020,09,01,1,0,3
1,864.42,2020,09,01,1,0,3
2,0.0,2020,09,01,1,0,3
3,234.83,2020,09,01,1,0,3
4,45.33,2020,09,01,1,0,3
0,868.5,2020,09,02,2,0,3
1,669.42,2020,09,02,2,0,3
2,0.0,2020,09,02,2,0,3
3,222.33,2020,09,02,2,0,3
4,-72.0,2020,09,02,2,0,3
0,534.25,2020,09,03,3,0,3
1,473.0,2020,09,03,3,0,3
2,0.0,2020,09,03,3,0,3
3,405.17,2020,09,03,3,0,3
4,36.0,2020,09,03,3,0,3
0,1323.17,2020,09,05,5,0,3
1,1119.3,2020,09,05,5,0,3
2,0.0,2020,09,05,5,0,3
3,758.33,2020,09,05,5,0,3
4,59.33,2020,09,05,5,0,3
0,1032.17,2020,09,04,4,0,3
1,747.97,2020,09,04,4,0,3
2,0.0,2020,09,04,4,0,3
3,437.0,2020,09,04,4,0,3
4,36.67,2020,09,04,4,0,3
0,595.83,2020,09,07,0,0,3
1,775.44,2020,09,07,0,0,3
2,0.0,2020,09,07,0,0,3
3,376.47,2020,09,07,0,0,3
4,0.0,2020,09,07,0,0,3
0,835.0,2020,09,08,1,0,3
1,998.47,2020,09,08,1,0,3
2,0.0,2020,09,08,1,0,3
3,198.03,2020,09,08,1,0,3
4,65.33,2020,09,08,1,0,3
0,316.47,2020,09,09,2,0,3
1,790.48,2020,09,09,2,0,3
2,0.0,2020,09,09,2,0,3
3,698.97,2020,09,09,2,0,3
4,0.0,2020,09,09,2,0,3
0,1091.47,2020,09,10,3,0,3
1,516.05,2020,09,10,3,0,3
2,0.0,2020,09,10,3,0,3
3,346.7,2020,09,10,3,0,3
4,36.0,2020,09,10,3,0,3
0,1195.33,2020,09,12,5,0,3
1,1540.97,2020,09,12,5,0,3
2,0.0,2020,09,12,5,0,3
3,1022.0,2020,09,12,5,0,3
4,95.33,2020,09,12,5,0,3
0,1206.91,2020,09,11,4,0,3
1,818.63,2020,09,11,4,0,3
2,0.0,2020,09,11,4,0,3
3,558.33,2020,09,11,4,0,3
4,0.0,2020,09,11,4,0,3
0,740.25,2020,09,14,0,0,3
1,632.83,2020,09,14,0,0,3
2,0.0,2020,09,14,0,0,3
3,477.31,2020,09,14,0,0,3
4,185.33,2020,09,14,0,0,3
0,648.67,2020,09,15,1,0,3
1,1006.17,2020,09,15,1,0,3
2,0.0,2020,09,15,1,0,3
3,260.17,2020,09,15,1,0,3
4,38.67,2020,09,15,1,0,3
0,607.94,2020,09,16,2,0,3
1,1079.83,2020,09,16,2,0,3
2,0.0,2020,09,16,2,0,3
3,500.67,2020,09,16,2,0,3
4,0.0,2020,09,16,2,0,3
0,570.14,2020,09,17,3,0,3
1,1024.31,2020,09,17,3,0,3
2,0.0,2020,09,17,3,0,3
3,594.17,2020,09,17,3,0,3
4,105.33,2020,09,17,3,0,3
0,1385.83,2020,09,19,5,0,3
1,1872.73,2020,09,19,5,0,3
2,0.0,2020,09,19,5,0,3
3,891.47,2020,09,19,5,0,3
4,72.0,2020,09,19,5,0,3
0,970.43,2020,09,18,4,0,3
1,980.07,2020,09,18,4,0,3
2,0.0,2020,09,18,4,0,3
3,10.5,2020,09,18,4,0,3
4,59.33,2020,09,18,4,0,3
0,835.57,2020,09,21,0,0,3
1,496.61,2020,09,21,0,0,3
2,0.0,2020,09,21,0,0,3
3,603.51,2020,09,21,0,0,3
4,0.0,2020,09,21,0,0,3
0,893.77,2020,09,22,1,0,3
1,808.68,2020,09,22,1,0,3
2,0.0,2020,09,22,1,0,3
3,176.33,2020,09,22,1,0,3
4,203.33,2020,09,22,1,0,3
0,639.07,2020,09,24,3,0,3
1,730.18,2020,09,24,3,0,3
2,0.0,2020,09,24,3,0,3
3,265.67,2020,09,24,3,0,3
4,46.0,2020,09,24,3,0,3
0,1577.0,2020,09,26,5,0,3
1,2267.67,2020,09,26,5,0,3
2,0.0,2020,09,26,5,0,3
3,836.71,2020,09,26,5,0,3
4,86.0,2020,09,26,5,0,3
0,693.57,2020,09,25,4,0,3
1,894.63,2020,09,25,4,0,3
2,0.0,2020,09,25,4,0,3
3,602.47,2020,09,25,4,0,3
4,39.33,2020,09,25,4,0,3
0,1142.5,2020,09,28,0,0,3
1,692.17,2020,09,28,0,0,3
2,0.0,2020,09,28,0,0,3
3,458.07,2020,09,28,0,0,3
4,0.0,2020,09,28,0,0,3
0,622.09,2020,09,29,1,0,3
1,671.95,2020,09,29,1,0,3
2,0.0,2020,09,29,1,0,3
3,233.13,2020,09,29,1,0,3
4,0.0,2020,09,29,1,0,3
0,241.67,2020,09,30,2,0,3
1,1014.47,2020,09,30,2,0,3
2,0.0,2020,09,30,2,0,3
3,306.4,2020,09,30,2,0,3
4,120.0,2020,09,30,2,0,3
0,868.0,2020,10,01,3,0,3
1,929.6,2020,10,01,3,0,3
2,0.0,2020,10,01,3,0,3
3,642.34,2020,10,01,3,0,3
4,-26.67,2020,10,01,3,0,3
0,854.6,2020,10,02,4,0,3
1,1234.39,2020,10,02,4,0,3
2,0.0,2020,10,02,4,0,3
3,872.03,2020,10,02,4,0,3
4,186.0,2020,10,02,4,0,3
0,2359.7,2020,10,03,5,0,3
1,2317.28,2020,10,03,5,0,3
2,0.0,2020,10,03,5,0,3
3,1215.05,2020,10,03,5,0,3
4,139.3,2020,10,03,5,0,3
0,793.73,2020,10,05,0,0,3
1,816.79,2020,10,05,0,0,3
2,0.0,2020,10,05,0,0,3
3,381.8,2020,10,05,0,0,3
4,45.33,2020,10,05,0,0,3
0,718.6,2020,10,06,1,0,3
1,1001.62,2020,10,06,1,0,3
2,0.0,2020,10,06,1,0,3
3,926.93,2020,10,06,1,0,3
4,477.33,2020,10,06,1,0,3
0,1005.2,2020,10,07,2,0,3
1,745.81,2020,10,07,2,0,3
2,0.0,2020,10,07,2,0,3
3,567.43,2020,10,07,2,0,3
4,263.33,2020,10,07,2,0,3
0,1018.57,2020,10,08,3,0,3
1,446.44,2020,10,08,3,0,3
2,0.0,2020,10,08,3,0,3
3,298.63,2020,10,08,3,0,3
4,52.67,2020,10,08,3,0,3
0,760.27,2020,10,12,0,1,3
1,1482.98,2020,10,12,0,1,3
2,0.0,2020,10,12,0,1,3
3,561.13,2020,10,12,0,1,3
4,105.33,2020,10,12,0,1,3
0,1464.16,2020,10,10,5,0,3
1,2701.98,2020,10,10,5,0,3
2,0.0,2020,10,10,5,0,3
3,833.63,2020,10,10,5,0,3
4,59.97,2020,10,10,5,0,3
0,990.48,2020,10,09,4,0,3
1,1190.54,2020,10,09,4,0,3
2,0.0,2020,10,09,4,0,3
3,709.37,2020,10,09,4,0,3
4,52.67,2020,10,09,4,0,3
0,623.27,2020,10,13,1,0,3
1,715.15,2020,10,13,1,0,3
2,0.0,2020,10,13,1,0,3
3,495.58,2020,10,13,1,0,3
4,204.0,2020,10,13,1,0,3
0,501.68,2020,10,14,2,0,3
1,593.38,2020,10,14,2,0,3
2,0.0,2020,10,14,2,0,3
3,788.35,2020,10,14,2,0,3
4,-46.0,2020,10,14,2,0,3
0,873.79,2020,10,15,3,0,3
1,958.16,2020,10,15,3,0,3
2,0.0,2020,10,15,3,0,3
3,672.27,2020,10,15,3,0,3
4,121.33,2020,10,15,3,0,3
0,1292.91,2020,10,16,4,0,3
1,892.62,2020,10,16,4,0,3
2,0.0,2020,10,16,4,0,3
3,787.73,2020,10,16,4,0,3
4,192.6,2020,10,16,4,0,3
0,2117.91,2020,10,17,5,0,3
1,2219.56,2020,10,17,5,0,3
2,0.0,2020,10,17,5,0,3
3,939.21,2020,10,17,5,0,3
4,208.67,2020,10,17,5,0,3
0,1349.28,2020,10,19,0,0,3
1,1100.67,2020,10,19,0,0,3
2,0.0,2020,10,19,0,0,3
3,608.06,2020,10,19,0,0,3
4,129.3,2020,10,19,0,0,3
0,840.29,2020,10,20,1,0,3
1,633.7,2020,10,20,1,0,3
2,0.0,2020,10,20,1,0,3
3,684.35,2020,10,20,1,0,3
4,52.67,2020,10,20,1,0,3
0,581.22,2020,10,21,2,0,3
1,480.1,2020,10,21,2,0,3
2,0.0,2020,10,21,2,0,3
3,270.47,2020,10,21,2,0,3
4,160.67,2020,10,21,2,0,3
0,558.57,2020,10,22,3,0,3
1,477.03,2020,10,22,3,0,3
2,0.0,2020,10,22,3,0,3
3,659.85,2020,10,22,3,0,3
4,-79.97,2020,10,22,3,0,3
0,1216.47,2020,10,24,5,0,3
1,2485.7,2020,10,24,5,0,3
2,0.0,2020,10,24,5,0,3
3,1479.33,2020,10,24,5,0,3
4,166.0,2020,10,24,5,0,3
0,890.92,2020,10,23,4,0,3
1,1232.35,2020,10,23,4,0,3
2,0.0,2020,10,23,4,0,3
3,924.35,2020,10,23,4,0,3
4,72.67,2020,10,23,4,0,3
0,963.75,2020,10,26,0,0,3
1,1302.95,2020,10,26,0,0,3
2,0.0,2020,10,26,0,0,3
3,623.61,2020,10,26,0,0,3
4,204.0,2020,10,26,0,0,3
0,861.73,2020,10,27,1,0,3
1,536.6,2020,10,27,1,0,3
2,0.0,2020,10,27,1,0,3
3,208.72,2020,10,27,1,0,3
4,72.67,2020,10,27,1,0,3
0,540.77,2020,10,28,2,0,3
1,1177.78,2020,10,28,2,0,3
2,0.0,2020,10,28,2,0,3
3,583.23,2020,10,28,2,0,3
4,301.33,2020,10,28,2,0,3
0,527.14,2020,10,29,3,0,3
1,841.84,2020,10,29,3,0,3
2,0.0,2020,10,29,3,0,3
3,259.83,2020,10,29,3,0,3
4,214.67,2020,10,29,3,0,3
0,1619.68,2020,10,31,5,0,3
1,1935.57,2020,10,31,5,0,3
2,0.0,2020,10,31,5,0,3
3,1082.33,2020,10,31,5,0,3
4,0.0,2020,10,31,5,0,3
0,1193.9,2020,10,30,4,0,3
1,801.48,2020,10,30,4,0,3
2,0.0,2020,10,30,4,0,3
3,313.8,2020,10,30,4,0,3
4,83.93,2020,10,30,4,0,3
0,349.3,2020,11,02,0,0,3
1,211.93,2020,11,02,0,0,3
2,0.0,2020,11,02,0,0,3
3,506.44,2020,11,02,0,0,3
4,0.0,2020,11,02,0,0,3
0,0.0,2020,11,01,6,1,3
1,0.0,2020,11,01,6,1,3
2,0.0,2020,11,01,6,1,3
3,0.0,2020,11,01,6,1,3
4,177.33,2020,11,01,6,1,3
0,293.85,2020,11,03,1,0,3
1,447.77,2020,11,03,1,0,3
2,0.0,2020,11,03,1,0,3
