ID,FECHA,TIENDA,TOTAL,EFECTIVO,TARJETAS
2293,2021-01-07,Tienda_01,504.67,74.0,430.67
2294,2021-01-07,Tienda_02,1507.47,286.1,1221.37
2295,2021-01-07,Tienda_03,102.28,134.95,-32.67
2296,2021-01-07,Tienda_04,181.33,0.0,181.33
2297,2021-01-09,Tienda_00,2135.85,533.25,1602.6
2298,2021-01-09,Tienda_01,2226.94,447.57,1779.37
2299,2021-01-09,Tienda_02,2829.6,911.6,1918.0
2300,2021-01-09,Tienda_03,1317.33,100.38,1216.95
2301,2021-01-09,Tienda_04,46.0,0.0,46.0
2302,2021-01-08,Tienda_00,572.87,91.5,481.37
2303,2021-01-08,Tienda_01,532.14,145.48,386.67
2304,2021-01-08,Tienda_02,438.45,186.45,252.0
2305,2021-01-08,Tienda_03,65.17,44.5,20.67
2306,2021-01-08,Tienda_04,114.0,0.0,114.0
2307,2021-01-10,Tienda_00,447.5,49.5,398.0
2308,2021-01-10,Tienda_01,286.03,0.0,286.03
2309,2021-01-10,Tienda_02,254.64,3.98,250.67
2310,2021-01-10,Tienda_03,484.83,113.5,371.33
2311,2021-01-10,Tienda_04,0.0,0.0,0.0
2312,2021-01-11,Tienda_00,856.17,359.5,496.67
2313,2021-01-11,Tienda_01,356.83,17.5,339.33
2314,2021-01-11,Tienda_02,694.69,226.02,468.67
2315,2021-01-11,Tienda_03,724.81,173.48,551.33
2316,2021-01-11,Tienda_04,-37.33,0.0,-37.33
2317,2021-01-12,Tienda_00,527.17,26.5,500.67
2318,2021-01-12,Tienda_01,881.8,116.5,765.3
2319,2021-01-12,Tienda_02,690.45,268.45,422.0
2320,2021-01-12,Tienda_03,338.17,133.5,204.67
2321,2021-01-12,Tienda_04,6.0,0.0,6.0
2322,2021-01-04,Tienda_00,1502.38,307.85,1194.53
2323,2021-01-04,Tienda_01,994.2,131.46,862.75
2324,2021-01-04,Tienda_02,1735.86,223.46,1512.4
2325,2021-01-04,Tienda_03,1361.97,212.98,1148.99
2326,2021-01-04,Tienda_04,0.0,0.0,0.0
2327,2021-01-13,Tienda_00,665.53,106.9,558.63
2328,2021-01-13,Tienda_01,355.28,37.95,317.33
2329,2021-01-13,Tienda_02,539.17,44.5,494.67
2330,2021-01-13,Tienda_03,392.12,139.45,252.67
2331,2021-01-13,Tienda_04,48.0,0.0,48.0
2332,2021-01-14,Tienda_00,247.43,2.1,245.33
2333,2021-01-14,Tienda_01,702.09,127.42,574.67
2334,2021-01-14,Tienda_02,585.17,98.5,486.67
2335,2021-01-14,Tienda_03,115.67,37.0,78.67
2336,2021-01-14,Tienda_04,2.0,0.0,2.0
2337,2021-01-15,Tienda_00,404.77,39.5,365.27
2338,2021-01-15,Tienda_01,750.24,137.57,612.67
2339,2021-01-15,Tienda_02,1292.17,323.5,968.67
2340,2021-01-15,Tienda_03,595.48,25.48,570.0
2341,2021-01-15,Tienda_04,56.67,0.0,56.67
2352,2021-01-18,Tienda_00,416.67,54.0,362.67
2353,2021-01-18,Tienda_01,172.0,0.0,172.0
2354,2021-01-18,Tienda_02,724.67,129.0,595.67
2355,2021-01-18,Tienda_03,206.5,34.5,172.0
2356,2021-01-18,Tienda_04,11.33,0.0,11.33
2357,2021-01-19,Tienda_00,434.5,42.5,392.0
2358,2021-01-19,Tienda_01,333.33,0.0,333.33
2359,2021-01-19,Tienda_02,346.13,39.5,306.63
2360,2021-01-19,Tienda_03,268.0,0.0,268.0
2361,2021-01-19,Tienda_04,0.0,0.0,0.0
2362,2021-01-16,Tienda_00,992.0,168.0,824.0
2363,2021-01-16,Tienda_01,1056.96,241.62,815.33
2364,2021-01-16,Tienda_02,1618.17,291.5,1326.67
2365,2021-01-16,Tienda_03,390.83,153.5,237.33
2366,2021-01-16,Tienda_04,75.33,0.0,75.33
2372,2021-01-20,Tienda_00,59.05,-6.95,66.0
2373,2021-01-20,Tienda_01,46.0,0.0,46.0
2374,2021-01-20,Tienda_02,258.33,67.0,191.33
2375,2021-01-20,Tienda_03,59.33,0.0,59.33
2376,2021-01-20,Tienda_04,135.33,0.0,135.33
2387,2021-01-21,Tienda_00,341.67,35.0,306.67
2388,2021-01-21,Tienda_01,-20.0,0.0,-20.0
2389,2021-01-21,Tienda_02,200.83,141.5,59.33
2390,2021-01-21,Tienda_03,108.18,10.18,98.0
2391,2021-01-21,Tienda_04,-48.67,0.0,-48.67
2392,2021-01-22,Tienda_00,395.67,185.0,210.67
2393,2021-01-22,Tienda_01,269.73,138.4,131.33
2394,2021-01-22,Tienda_02,466.5,44.5,422.0
2395,2021-01-22,Tienda_03,427.67,89.0,338.67
2396,2021-01-22,Tienda_04,98.67,0.0,98.67
2397,2021-01-23,Tienda_00,614.8,207.5,407.3
2398,2021-01-23,Tienda_01,505.33,80.0,425.33
2399,2021-01-23,Tienda_02,891.3,130.0,761.3
2400,2021-01-23,Tienda_03,278.5,80.5,198.0
2401,2021-01-23,Tienda_04,356.67,0.0,356.67
2402,2021-01-25,Tienda_00,296.33,31.0,265.33
2403,2021-01-25,Tienda_01,244.77,79.5,165.27
2404,2021-01-25,Tienda_02,250.67,0.0,250.67
2405,2021-01-25,Tienda_03,52.67,0.0,52.67
2406,2021-01-25,Tienda_04,48.0,0.0,48.0
2407,2021-01-26,Tienda_00,164.33,125.0,39.33
2408,2021-01-26,Tienda_01,165.33,0.0,165.33
2409,2021-01-26,Tienda_02,359.83,118.5,241.33
2410,2021-01-26,Tienda_03,295.31,63.98,231.33
2411,2021-01-26,Tienda_04,171.33,0.0,171.33
2412,2021-01-27,Tienda_00,439.33,164.0,275.33
2413,2021-01-27,Tienda_01,176.5,8.5,168.0
2414,2021-01-27,Tienda_02,263.5,91.5,172.0
2415,2021-01-27,Tienda_03,306.83,49.5,257.33
2416,2021-01-27,Tienda_04,126.67,0.0,126.67
2417,2021-01-28,Tienda_00,249.64,0.98,248.67
2418,2021-01-28,Tienda_01,125.17,2.5,122.67
2419,2021-01-28,Tienda_02,398.17,141.5,256.67
2420,2021-01-28,Tienda_03,200.17,39.5,160.67
2421,2021-01-28,Tienda_04,7.33,0.0,7.33
2422,2021-01-29,Tienda_00,168.17,69.5,98.67
2423,2021-01-29,Tienda_01,118.67,0.0,118.67
2424,2021-01-29,Tienda_02,355.83,44.5,311.33
2425,2021-01-29,Tienda_03,177.33,0.0,177.33
2426,2021-01-29,Tienda_04,105.33,0.0,105.33
2427,2021-01-30,Tienda_00,397.83,44.5,353.33
2428,2021-01-30,Tienda_01,114.0,0.0,114.0
2429,2021-01-30,Tienda_02,661.77,98.5,563.27
2430,2021-01-30,Tienda_03,387.37,0.0,387.37
2431,2021-01-30,Tienda_04,62.67,0.0,62.67
2432,2021-02-01,Tienda_00,-12.67,37.0,-49.67
2433,2021-02-01,Tienda_01,343.33,72.0,271.33
2434,2021-02-01,Tienda_02,225.97,0.0,225.97
2435,2021-02-01,Tienda_03,41.87,0.0,41.87
2436,2021-02-01,Tienda_04,-46.0,0.0,-46.0
2437,2021-02-02,Tienda_00,331.53,47.0,284.53
2438,2021-02-02,Tienda_01,208.32,92.32,116.0
2439,2021-02-02,Tienda_02,164.67,0.0,164.67
2440,2021-02-02,Tienda_03,223.33,0.0,223.33
2441,2021-02-02,Tienda_04,0.0,0.0,0.0
2442,2021-02-03,Tienda_00,19.33,0.0,19.33
2443,2021-02-03,Tienda_01,338.67,0.0,338.67
2444,2021-02-03,Tienda_02,275.97,0.0,275.97
2445,2021-02-03,Tienda_03,394.0,0.0,394.0
2446,2021-02-03,Tienda_04,0.0,0.0,0.0
2447,2021-02-04,Tienda_00,103.0,17.0,86.0
2448,2021-02-04,Tienda_01,350.08,20.75,329.33
2449,2021-02-04,Tienda_02,312.0,50.0,262.0
2450,2021-02-04,Tienda_03,377.47,41.5,335.97
2451,2021-02-04,Tienda_04,98.0,0.0,98.0
2452,2021-02-05,Tienda_00,44.23,19.5,24.73
2453,2021-02-05,Tienda_01,109.15,63.15,46.0
2454,2021-02-05,Tienda_02,381.17,98.5,282.67
2455,2021-02-05,Tienda_03,78.67,0.0,78.67
2456,2021-02-05,Tienda_04,0.0,0.0,0.0
2457,2021-02-06,Tienda_00,927.0,69.0,858.0
2458,2021-02-06,Tienda_01,750.93,89.6,661.33
2459,2021-02-06,Tienda_02,723.3,174.0,549.3
2460,2021-02-06,Tienda_03,245.42,54.75,190.67
2461,2021-02-06,Tienda_04,158.0,0.0,158.0
2462,2021-02-08,Tienda_00,446.33,29.0,417.33
2463,2021-02-08,Tienda_01,241.21,43.88,197.33
2464,2021-02-08,Tienda_02,251.5,69.5,182.0
2465,2021-02-08,Tienda_03,343.67,5.0,338.67
2466,2021-02-08,Tienda_04,95.33,0.0,95.33
2467,2021-02-10,Tienda_00,129.58,84.25,45.33
2468,2021-02-10,Tienda_01,251.0,64.0,187.0
2469,2021-02-10,Tienda_02,356.83,113.5,243.33
2470,2021-02-10,Tienda_03,212.0,34.0,178.0
2471,2021-02-10,Tienda_04,111.33,0.0,111.33
2472,2021-02-11,Tienda_00,344.83,39.5,305.33
2473,2021-02-11,Tienda_01,483.83,24.5,459.33
2474,2021-02-11,Tienda_02,663.17,24.5,638.67
2475,2021-02-11,Tienda_03,254.17,83.5,170.67
2476,2021-02-11,Tienda_04,36.0,0.0,36.0
2477,2021-02-12,Tienda_00,590.8,83.5,507.3
2478,2021-02-12,Tienda_01,413.17,98.5,314.67
2479,2021-02-12,Tienda_02,144.67,0.0,144.67
2480,2021-02-12,Tienda_03,221.67,25.0,196.67
2481,2021-02-12,Tienda_04,0.0,0.0,0.0
2482,2021-02-13,Tienda_00,874.13,177.5,696.63
2483,2021-02-13,Tienda_01,600.17,53.5,546.67
2484,2021-02-13,Tienda_02,821.17,74.5,746.67
2485,2021-02-13,Tienda_03,492.67,32.0,460.67
2486,2021-02-13,Tienda_04,98.67,0.0,98.67
2487,2021-02-09,Tienda_00,187.97,84.0,103.97
2488,2021-02-09,Tienda_01,63.43,34.1,29.33
2489,2021-02-09,Tienda_02,203.83,22.5,181.33
2490,2021-02-09,Tienda_03,371.0,49.0,322.0
2491,2021-02-09,Tienda_04,0.0,0.0,0.0
2492,2021-02-15,Tienda_00,257.14,60.48,196.67
2493,2021-02-15,Tienda_01,385.17,78.5,306.67
2494,2021-02-15,Tienda_02,160.83,39.5,121.33
2495,2021-02-15,Tienda_03,78.67,0.0,78.67
2496,2021-02-15,Tienda_04,46.0,0.0,46.0
2497,2021-02-16,Tienda_00,456.67,0.0,456.67
2498,2021-02-16,Tienda_01,251.67,59.0,192.67
2499,2021-02-16,Tienda_02,806.14,139.48,666.67
2500,2021-02-16,Tienda_03,227.5,19.5,208.0
2501,2021-02-16,Tienda_04,72.0,0.0,72.0
2502,2021-02-17,Tienda_00,408.0,12.0,396.0
2503,2021-02-17,Tienda_01,291.47,167.5,123.97
2504,2021-02-17,Tienda_02,362.64,63.98,298.67
2505,2021-02-17,Tienda_03,244.0,0.0,244.0
2506,2021-02-17,Tienda_04,-78.67,0.0,-78.67
2507,2021-02-18,Tienda_00,279.5,29.5,250.0
2508,2021-02-18,Tienda_01,276.43,74.5,201.93
2509,2021-02-18,Tienda_02,286.47,44.5,241.97
2510,2021-02-18,Tienda_03,222.67,0.0,222.67
2511,2021-02-18,Tienda_04,46.0,0.0,46.0
2512,2021-02-19,Tienda_00,509.8,56.5,453.3
2513,2021-02-19,Tienda_01,356.3,99.0,257.3
2514,2021-02-19,Tienda_02,436.5,134.5,302.0
2515,2021-02-19,Tienda_03,377.08,21.15,355.93
2516,2021-02-19,Tienda_04,95.33,0.0,95.33
2517,2021-02-20,Tienda_00,702.93,29.0,673.93
2518,2021-02-20,Tienda_01,823.47,39.5,783.97
2519,2021-02-20,Tienda_02,1126.97,237.0,889.97
2520,2021-02-20,Tienda_03,522.78,68.85,453.93
2521,2021-02-20,Tienda_04,58.67,0.0,58.67
2527,2021-02-23,Tienda_00,347.97,0.0,347.97
2528,2021-02-23,Tienda_01,314.63,82.0,232.63
2529,2021-02-23,Tienda_02,637.77,146.0,491.77
2530,2021-02-23,Tienda_03,217.0,44.5,172.5
2531,2021-02-23,Tienda_04,-55.33,0.0,-55.33
2537,2021-02-24,Tienda_00,417.93,74.0,343.93
2538,2021-02-24,Tienda_01,256.98,134.98,122.0
2539,2021-02-24,Tienda_02,217.14,158.48,58.67
2540,2021-02-24,Tienda_03,190.67,0.0,190.67
2541,2021-02-24,Tienda_04,138.0,0.0,138.0
2542,2021-02-25,Tienda_00,398.28,192.95,205.33
2543,2021-02-25,Tienda_01,252.31,21.64,230.67
2544,2021-02-25,Tienda_02,188.0,0.0,188.0
2545,2021-02-25,Tienda_03,236.3,59.0,177.3
2546,2021-02-25,Tienda_04,46.0,0.0,46.0
2547,2021-02-26,Tienda_00,338.83,29.5,309.33
2548,2021-02-26,Tienda_01,838.75,84.75,754.0
2549,2021-02-26,Tienda_02,827.97,136.0,691.97
2550,2021-02-26,Tienda_03,412.67,0.0,412.67
2551,2021-02-26,Tienda_04,96.67,0.0,96.67
2552,2021-02-27,Tienda_00,1640.84,258.98,1381.87
2553,2021-02-27,Tienda_01,900.0,200.0,700.0
2554,2021-02-27,Tienda_02,1106.83,195.0,911.83
2555,2021-02-27,Tienda_03,931.67,159.0,772.67
2556,2021-02-27,Tienda_04,98.67,0.0,98.67
2557,2021-03-01,Tienda_00,591.83,24.5,567.33
2558,2021-03-01,Tienda_01,942.22,128.99,813.23
2559,2021-03-01,Tienda_02,724.0,44.0,680.0
2560,2021-03-01,Tienda_03,191.33,0.0,191.33
2561,2021-03-01,Tienda_04,0.0,0.0,0.0
2562,2021-02-22,Tienda_00,423.6,39.6,384.0
2563,2021-02-22,Tienda_01,191.33,54.0,137.33
2564,2021-02-22,Tienda_02,397.83,50.5,347.33
2565,2021-02-22,Tienda_03,85.33,0.0,85.33
2566,2021-02-22,Tienda_04,-26.67,0.0,-26.67
2567,2021-03-02,Tienda_00,355.17,108.5,246.67
2568,2021-03-02,Tienda_01,353.42,97.45,255.97
2569,2021-03-02,Tienda_02,332.5,24.5,308.0
2570,2021-03-02,Tienda_03,209.33,0.0,209.33
2571,2021-03-02,Tienda_04,0.0,0.0,0.0
2572,2021-03-03,Tienda_00,660.2,269.0,391.2
2573,2021-03-03,Tienda_01,86.67,0.0,86.67
2574,2021-03-03,Tienda_02,206.8,139.5,67.3
2575,2021-03-03,Tienda_03,192.0,44.0,148.0
2576,2021-03-03,Tienda_04,-129.33,0.0,-129.33
2577,2021-03-04,Tienda_00,841.72,15.12,826.6
2578,2021-03-04,Tienda_01,175.64,42.98,132.67
2579,2021-03-04,Tienda_02,340.6,178.0,162.6
2580,2021-03-04,Tienda_03,171.1,32.5,138.6
2581,2021-03-04,Tienda_04,99.33,0.0,99.33
2582,2021-03-05,Tienda_00,186.88,22.88,164.0
2583,2021-03-05,Tienda_01,308.6,54.0,254.6
2584,2021-03-05,Tienda_02,341.6,35.0,306.6
2585,2021-03-05,Tienda_03,135.33,0.0,135.33
2586,2021-03-05,Tienda_04,75.33,0.0,75.33
2587,2021-03-07,Tienda_00,774.03,113.0,661.03
2588,2021-03-07,Tienda_01,817.93,54.0,763.93
2589,2021-03-07,Tienda_02,945.98,145.98,800.0
2590,2021-03-07,Tienda_03,482.12,15.45,466.67
2591,2021-03-07,Tienda_04,0.0,0.0,0.0
2592,2021-03-08,Tienda_00,348.6,98.0,250.6
2593,2021-03-08,Tienda_01,377.31,75.97,301.33
2594,2021-03-08,Tienda_02,365.33,132.0,233.33
2595,2021-03-08,Tienda_03,12.07,0.0,12.07
2596,2021-03-08,Tienda_04,36.0,0.0,36.0
2602,2021-03-09,Tienda_00,697.8,26.0,671.8
2603,2021-03-09,Tienda_01,637.52,186.75,450.77
2604,2021-03-09,Tienda_02,281.2,0.0,281.2
2605,2021-03-09,Tienda_03,254.08,147.45,106.63
2606,2021-03-09,Tienda_04,53.33,0.0,53.33
2607,2021-03-10,Tienda_00,405.93,0.0,405.93
2608,2021-03-10,Tienda_01,595.17,126.5,468.67
2609,2021-03-10,Tienda_02,346.5,66.5,280.0
2610,2021-03-10,Tienda_03,301.0,5.0,296.0
2611,2021-03-10,Tienda_04,-32.67,0.0,-32.67
2612,2021-03-11,Tienda_00,220.5,74.5,146.0
2613,2021-03-11,Tienda_01,566.13,142.5,423.63
2614,2021-03-11,Tienda_02,361.17,84.5,276.67
2615,2021-03-11,Tienda_03,103.3,10.0,93.3
2616,2021-03-11,Tienda_04,0.0,0.0,0.0
2617,2021-03-13,Tienda_00,810.4,186.5,623.9
2618,2021-03-13,Tienda_01,1283.97,145.48,1138.5
2619,2021-03-13,Tienda_02,1013.76,307.23,706.53
2620,2021-03-13,Tienda_03,394.53,74.5,320.03
2621,2021-03-13,Tienda_04,0.0,0.0,0.0
2622,2021-03-12,Tienda_00,623.71,130.48,493.23
2623,2021-03-12,Tienda_01,687.07,100.5,586.57
2624,2021-03-12,Tienda_02,776.98,208.98,568.0
2625,2021-03-12,Tienda_03,228.92,86.25,142.67
2626,2021-03-12,Tienda_04,39.33,0.0,39.33
2627,2021-03-15,Tienda_00,811.07,4.5,806.57
2628,2021-03-15,Tienda_01,546.77,131.5,415.27
2629,2021-03-15,Tienda_02,298.2,192.2,106.0
2630,2021-03-15,Tienda_03,374.51,64.47,310.03
2631,2021-03-15,Tienda_04,0.0,0.0,0.0
2632,2021-03-16,Tienda_00,578.12,37.45,540.67
2633,2021-03-16,Tienda_01,584.02,103.48,480.53
2634,2021-03-16,Tienda_02,424.33,73.0,351.33
2635,2021-03-16,Tienda_03,100.0,54.0,46.0
2636,2021-03-16,Tienda_04,66.0,0.0,66.0
2637,2021-03-17,Tienda_00,458.56,127.22,331.33
2638,2021-03-17,Tienda_01,948.71,399.44,549.27
2639,2021-03-17,Tienda_02,665.77,86.5,579.27
2640,2021-03-17,Tienda_03,208.5,76.5,132.0
2641,2021-03-17,Tienda_04,102.0,0.0,102.0
2642,2021-03-18,Tienda_00,445.22,139.45,305.77
2643,2021-03-18,Tienda_01,359.43,57.5,301.93
2644,2021-03-18,Tienda_02,562.1,141.5,420.6
2645,2021-03-18,Tienda_03,188.0,0.0,188.0
2646,2021-03-18,Tienda_04,0.0,0.0,0.0
2647,2021-03-19,Tienda_00,526.47,99.2,427.27
2648,2021-03-19,Tienda_01,693.02,102.45,590.57
2649,2021-03-19,Tienda_02,856.57,83.4,773.17
2650,2021-03-19,Tienda_03,252.5,98.5,154.0
2651,2021-03-19,Tienda_04,0.0,0.0,0.0
2652,2021-03-20,Tienda_00,742.02,247.45,494.57
2653,2021-03-20,Tienda_01,1023.43,101.0,922.43
2654,2021-03-20,Tienda_02,754.15,116.95,637.2
2655,2021-03-20,Tienda_03,267.33,0.0,267.33
2656,2021-03-20,Tienda_04,0.0,0.0,0.0
2662,2021-03-22,Tienda_00,720.6,182.0,538.6
2663,2021-03-22,Tienda_01,372.45,138.45,234.0
2664,2021-03-22,Tienda_02,114.88,94.95,19.93
2665,2021-03-22,Tienda_03,19.33,0.0,19.33
2666,2021-03-22,Tienda_04,77.33,0.0,77.33
2667,2021-03-23,Tienda_00,963.9,289.4,674.5
2668,2021-03-23,Tienda_01,475.0,58.5,416.5
2669,2021-03-23,Tienda_02,625.67,163.5,462.17
2670,2021-03-23,Tienda_03,125.33,0.0,125.33
2671,2021-03-23,Tienda_04,0.0,0.0,0.0
2672,2021-03-24,Tienda_00,659.3,124.0,535.3
2673,2021-03-24,Tienda_01,176.21,40.98,135.23
2674,2021-03-24,Tienda_02,461.17,230.5,230.67
2675,2021-03-24,Tienda_03,332.08,95.48,236.6
2676,2021-03-24,Tienda_04,170.67,0.0,170.67
2677,2021-03-25,Tienda_00,769.13,138.5,630.63
2678,2021-03-25,Tienda_01,341.67,109.0,232.67
2679,2021-03-25,Tienda_02,629.27,150.0,479.27
2680,2021-03-25,Tienda_03,175.27,10.0,165.27
2681,2021-03-25,Tienda_04,0.0,0.0,0.0
2682,2021-03-27,Tienda_00,1888.23,314.0,1574.23
2683,2021-03-27,Tienda_01,1267.16,168.92,1098.23
2684,2021-03-27,Tienda_02,1166.04,83.48,1082.57
2685,2021-03-27,Tienda_03,767.47,163.5,603.97
2686,2021-03-27,Tienda_04,56.67,0.0,56.67
2692,2021-03-29,Tienda_00,596.71,64.97,531.73
2693,2021-03-29,Tienda_01,492.92,130.93,362.0
2694,2021-03-29,Tienda_02,636.97,134.0,502.97
2695,2021-03-29,Tienda_03,177.0,79.0,98.0
2696,2021-03-29,Tienda_04,39.33,0.0,39.33
2697,2021-03-26,Tienda_00,1022.1,59.0,963.1
2698,2021-03-26,Tienda_01,594.4,44.5,549.9
2699,2021-03-26,Tienda_02,559.07,133.98,425.1
2700,2021-03-26,Tienda_03,258.63,0.0,258.63
2701,2021-03-26,Tienda_04,0.0,0.0,0.0
2702,2021-03-30,Tienda_00,999.12,173.95,825.17
2703,2021-03-30,Tienda_01,956.45,176.88,779.57
2704,2021-03-30,Tienda_02,793.63,66.5,727.13
2705,2021-03-30,Tienda_03,585.89,187.92,397.97
2706,2021-03-30,Tienda_04,43.33,0.0,43.33
2707,2021-04-03,Tienda_00,1062.17,321.0,741.17
2708,2021-04-03,Tienda_01,1398.11,334.98,1063.13
2709,2021-04-03,Tienda_02,1008.11,292.27,715.83
2710,2021-04-03,Tienda_03,877.21,311.48,565.73
2711,2021-04-03,Tienda_04,184.67,0.0,184.67
2712,2021-04-01,Tienda_00,0.0,0.0,0.0
2713,2021-04-01,Tienda_01,166.38,106.98,59.4
2714,2021-04-01,Tienda_02,178.0,0.0,178.0
2715,2021-04-01,Tienda_03,0.0,0.0,0.0
2716,2021-04-01,Tienda_04,194.67,0.0,194.67
2717,2021-03-31,Tienda_00,630.43,235.2,395.23
2718,2021-03-31,Tienda_01,1109.77,168.44,941.33
2719,2021-03-31,Tienda_02,988.7,163.6,825.1
2720,2021-03-31,Tienda_03,622.52,62.52,560.0
2721,2021-03-31,Tienda_04,-39.33,0.0,-39.33
2722,2021-04-05,Tienda_00,1461.31,316.18,1145.13
2723,2021-04-05,Tienda_01,512.8,99.5,413.3
2724,2021-04-05,Tienda_02,986.73,249.5,737.23
2725,2021-04-05,Tienda_03,568.47,104.6,463.87
2726,2021-04-05,Tienda_04,0.0,0.0,0.0
2727,2021-04-06,Tienda_00,795.9,0.0,795.9
2728,2021-04-06,Tienda_01,256.57,0.0,256.57
2729,2021-04-06,Tienda_02,868.96,121.0,747.97
2730,2021-04-06,Tienda_03,298.43,40.5,257.93
2731,2021-04-06,Tienda_04,63.33,0.0,63.33
2732,2021-04-07,Tienda_00,279.58,34.98,244.6
2733,2021-04-07,Tienda_01,551.75,91.25,460.5
2734,2021-04-07,Tienda_02,690.44,249.38,441.07
2735,2021-04-07,Tienda_03,363.38,112.75,250.63
2736,2021-04-07,Tienda_04,138.67,0.0,138.67
2737,2021-04-08,Tienda_00,505.39,115.42,389.97
2738,2021-04-08,Tienda_01,425.57,104.98,320.6
2739,2021-04-08,Tienda_02,754.52,249.92,504.6
2740,2021-04-08,Tienda_03,247.0,77.0,170.0
2741,2021-04-08,Tienda_04,66.6,0.0,66.6
2742,2021-04-10,Tienda_00,1961.78,145.95,1815.83
2743,2021-04-10,Tienda_01,1086.49,118.92,967.57
2744,2021-04-10,Tienda_02,1833.3,158.9,1674.4
2745,2021-04-10,Tienda_03,995.1,155.5,839.6
2746,2021-04-10,Tienda_04,113.33,0.0,113.33
2747,2021-04-09,Tienda_00,851.25,141.95,709.3
2748,2021-04-09,Tienda_01,686.67,93.5,593.17
2749,2021-04-09,Tienda_02,1031.68,263.85,767.83
2750,2021-04-09,Tienda_03,706.5,166.0,540.5
2751,2021-04-09,Tienda_04,66.6,0.0,66.6
2752,2021-04-12,Tienda_00,664.7,124.2,540.5
2753,2021-04-12,Tienda_01,257.66,81.72,175.93
2754,2021-04-12,Tienda_02,845.61,112.48,733.13
2755,2021-04-12,Tienda_03,133.97,50.0,83.97
2756,2021-04-12,Tienda_04,0.0,0.0,0.0
2757,2021-04-13,Tienda_00,614.23,138.9,475.33
2758,2021-04-13,Tienda_01,830.45,240.95,589.5
2759,2021-04-13,Tienda_02,487.48,58.95,428.53
2760,2021-04-13,Tienda_03,314.45,106.45,208.0
2761,2021-04-13,Tienda_04,36.0,0.0,36.0
2762,2021-04-14,Tienda_00,542.27,51.0,491.27
2763,2021-04-14,Tienda_01,478.8,124.5,354.3
2764,2021-04-14,Tienda_02,822.02,24.75,797.27
2765,2021-04-14,Tienda_03,407.57,57.0,350.57
2766,2021-04-14,Tienda_04,-66.6,0.0,-66.6
2767,2021-04-15,Tienda_00,516.81,34.98,481.83
2768,2021-04-15,Tienda_01,541.89,39.33,502.57
2769,2021-04-15,Tienda_02,910.78,86.98,823.8
2770,2021-04-15,Tienda_03,39.5,39.5,0.0
2771,2021-04-15,Tienda_04,0.0,0.0,0.0
2782,2021-04-16,Tienda_00,554.22,51.75,502.47
2783,2021-04-16,Tienda_01,573.7,273.1,300.6
2784,2021-04-16,Tienda_02,866.17,184.3,681.87
2785,2021-04-16,Tienda_03,545.63,149.0,396.63
2786,2021-04-16,Tienda_04,0.0,0.0,0.0
2787,2021-04-17,Tienda_00,1724.41,371.68,1352.73
2788,2021-04-17,Tienda_01,846.73,43.6,803.13
2789,2021-04-17,Tienda_02,2092.41,427.88,1664.53
2790,2021-04-17,Tienda_03,938.98,378.45,560.53
2791,2021-04-17,Tienda_04,0.0,0.0,0.0
2792,2021-04-19,Tienda_00,648.02,82.75,565.27
2793,2021-04-19,Tienda_01,423.77,205.8,217.97
2794,2021-04-19,Tienda_02,694.93,54.5,640.43
2795,2021-04-19,Tienda_03,568.35,34.48,533.87
2796,2021-04-19,Tienda_04,-56.67,0.0,-56.67
2797,2021-04-20,Tienda_00,649.13,50.0,599.13
2798,2021-04-20,Tienda_01,600.57,205.9,394.67
2799,2021-04-20,Tienda_02,656.6,238.7,417.9
2800,2021-04-20,Tienda_03,252.03,29.5,222.53
2801,2021-04-20,Tienda_04,0.0,0.0,0.0
2802,2021-04-22,Tienda_00,552.02,124.45,427.57
2803,2021-04-22,Tienda_01,791.5,262.9,528.6
2804,2021-04-22,Tienda_02,1054.12,133.55,920.57
2805,2021-04-22,Tienda_03,587.25,33.98,553.27
2806,2021-04-22,Tienda_04,0.0,0.0,0.0
2807,2021-04-23,Tienda_00,840.25,111.75,728.5
2808,2021-04-23,Tienda_01,1296.36,191.92,1104.43
2809,2021-04-23,Tienda_02,880.84,176.98,703.87
2810,2021-04-23,Tienda_03,371.34,79.47,291.87
2811,2021-04-23,Tienda_04,0.0,0.0,0.0
2812,2021-04-24,Tienda_00,1585.93,134.7,1451.23
2813,2021-04-24,Tienda_01,1648.9,490.4,1158.5
2814,2021-04-24,Tienda_02,1046.2,255.7,790.5
2815,2021-04-24,Tienda_03,344.18,59.98,284.2
2816,2021-04-24,Tienda_04,85.33,0.0,85.33
2817,2021-04-26,Tienda_00,315.97,0.0,315.97
2818,2021-04-26,Tienda_01,421.55,25.05,396.5
2819,2021-04-26,Tienda_02,195.43,69.5,125.93
2820,2021-04-26,Tienda_03,231.23,31.96,199.27
2821,2021-04-26,Tienda_04,59.33,0.0,59.33
2822,2021-04-27,Tienda_00,529.03,44.5,484.53
2823,2021-04-27,Tienda_01,151.81,62.48,89.33
2824,2021-04-27,Tienda_02,690.09,227.42,462.67
2825,2021-04-27,Tienda_03,217.73,65.0,152.73
2826,2021-04-27,Tienda_04,0.0,0.0,0.0
2832,2021-04-28,Tienda_00,1068.1,266.9,801.2
2833,2021-04-28,Tienda_01,693.97,34.5,659.47
2834,2021-04-28,Tienda_02,432.9,19.5,413.4
2835,2021-04-28,Tienda_03,486.38,44.45,441.93
